MaxMemory:TESTMaxMemory,NB,ERP,C45,BayesNet,Logistic,NN,DTW,TWE,SVML,WDTW,SVMQ,RandF,MLP,MSM,NN_CID,LCSS,BOP,DD_DTW,LearnShapelets,DTD_C,BOSS,RotF,TSF,FastShapelets,ShapeletTransformClassifier,SAXVSM
AvgTESTMaxMemoryOverDsets:,0.0,0.0,15.937752,20.414584,21.719648,38.722888,42.232368,43.53228,44.831672,44.9276,53.420656,53.420656,53.420656,54.856464,65.673848,65.773344,70.349472,77.12408,84.564048,93.49284,147.00472,210.492976,234.523112,234.523112,1202.187408,1202.187408
AvgTESTMaxMemoryRankOverDsets:,1.5,1.5,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,12.0,12.0,12.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.5,23.5,25.5,25.5
StddevOfTESTMaxMemoryOverDsets:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AvgOfStddevsOfTESTMaxMemoryOverDsetFolds:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
StddevsOfTESTMaxMemoryRanksOverDsets:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN

AvgPredTimes:TESTAvgPredTimes,C45,SVML,Logistic,BayesNet,NN,SVMQ,MLP,NB,RandF,ERP,LearnShapelets,NN_CID,SAXVSM,BOP,TSF,LCSS,FastShapelets,DTW,WDTW,MSM,BOSS,RotF,TWE,DD_DTW,ShapeletTransformClassifier,DTD_C
AvgTESTAvgPredTimesOverDsets:,0.010938,0.024524,0.026164,0.055927,0.067607,0.076153,0.11343,0.16423,0.171199,0.212619,0.222959,0.231826,0.267627,0.332443,2.253732,4.251354,6.207302,9.081126,23.951324,26.35253,31.751907,34.90144,106.3713,221.938297,351.807084,1053.32396
AvgTESTAvgPredTimesRankOverDsets:,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0
StddevOfTESTAvgPredTimesOverDsets:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AvgOfStddevsOfTESTAvgPredTimesOverDsetFolds:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
StddevsOfTESTAvgPredTimesRanksOverDsets:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN

TrainTimes:TRAINTrainTimes,DTW,WDTW,TWE,MSM,LCSS,ERP,LearnShapelets,BOP,FastShapelets,DTD_C,DD_DTW,NN_CID,NN,SAXVSM,SVML,NB,C45,BayesNet,Logistic,SVMQ,RandF,MLP,TSF,RotF,BOSS,ShapeletTransformClassifier
AvgTRAINTrainTimesOverDsets:,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.016822,0.068138,0.074755,0.131143,0.152049,0.187918,0.193348,0.437008,631.993422,1134.734308,1395.962425,1502.755091,1711.76337,2175.824528,3033.727104,3255.011013,18434.209711,35517.709181,45191.035616,546140.500425
AvgTRAINTrainTimesRankOverDsets:,3.5,3.5,3.5,3.5,3.5,3.5,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0
StddevOfTRAINTrainTimesOverDsets:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AvgOfStddevsOfTRAINTrainTimesOverDsetFolds:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
StddevsOfTRAINTrainTimesRanksOverDsets:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN

